Table 1
salao_id;atendimento;Item;tipo;tipo
4047;11346127;cafe expresso - ;salao_produtos;43776
4047;11346305;barba completa;salao_servicos;32099
4047;11346305;agua sem gas - ;salao_produtos;20792
4047;11348129;cabelo + barba;salao_servicos;32117
4047;11348129;cafe expresso - ;salao_produtos;43776
4047;11349507;cabelo + barba;salao_servicos;32117
4047;11349507;agua com gas - ;salao_produtos;44487
4047;11349825;cabelo + barba;salao_servicos;32117
4047;11349825;heineken - ;salao_produtos;481397
4047;11350477;cabelo;salao_servicos;32090
4047;11350477;cafe expresso - ;salao_produtos;43776
4047;11351102;cabelo;salao_servicos;32090
4047;11351915;cabelo;salao_servicos;32090
4047;11352486;cabelo;salao_servicos;32090
4047;11352486;pepsi - ;salao_produtos;473331
4047;11354616;cabelo;salao_servicos;32090
4047;11354616;agua sem gas - ;salao_produtos;20792
4047;11356882;cabelo + barba;salao_servicos;32117
4047;11356882;agua com gas - ;salao_produtos;44487
4047;11354753;cabelo + barba;salao_servicos;32117
4047;11354753;cafe expresso - ;salao_produtos;43776
4047;11360976;barba completa;salao_servicos;32099
4047;11361983;cabelo + barba;salao_servicos;32117
4047;11361983;eisebahn pilsen 355ml - ;salao_produtos;523745
4047;11362046;barba completa;salao_servicos;32099
4047;11365292;balm senhor barba - ;salao_produtos;194190
4047;11366147;barba completa;salao_servicos;32099
4047;11368406;barba completa;salao_servicos;32099
4047;11368654;cabelo;salao_servicos;32090
4047;11370694;barba completa;salao_servicos;32099
4047;11370862;cabelo;salao_servicos;32090
4047;11370862;eisebahn pilsen 355ml - ;salao_produtos;523745
4047;11371770;cabelo + barba;salao_servicos;32117
4047;11371770;agua com gas - ;salao_produtos;44487
4047;11372797;cabelo + barba;salao_servicos;32117
4047;11372797;cafe expresso - ;salao_produtos;43776
4047;11372797;agua sem gas - ;salao_produtos;20792
4047;11374334;cabelo;salao_servicos;32090
4047;11375649;cabelo + barba;salao_servicos;32117
4047;11375649;massagem relaxante;salao_servicos;147283
4047;11380490;barba completa;salao_servicos;32099
4047;11382403;maquina geral e barba;salao_servicos;67224
4047;11382403;heineken - ;salao_produtos;481397
4047;11382999;barba completa;salao_servicos;32099
4047;11382999;eisebahn pilsen 355ml - ;salao_produtos;523745
4047;11385644;maquina geral e barba;salao_servicos;67224
4047;11385644;heineken - ;salao_produtos;481397
4047;11388490;barba completa;salao_servicos;32099
4053;11346321;combo: barba, bigode e corte com lavagem, modelagem e finalização;salao_servicos;32227
4053;11348926;combo: barba, bigode e corte com lavagem, modelagem e finalização;salao_servicos;32227
4053;11349485;corte masculino ;salao_servicos;32207
4053;11350568;combo: barba, bigode e corte com lavagem, modelagem e finalização;salao_servicos;32227
4053;11351149;corte masculino ;salao_servicos;32207
4053;11351149;corte masculino ;salao_servicos;32207
4053;11351149;corte masculino ;salao_servicos;32207
4053;11352549;balm tarantino - black - ;salao_produtos;208138
4053;11352549;cera bigode classik - ;salao_produtos;642636
4053;11352549;shampoo tarantino - original - ;salao_produtos;67757
4053;11352808;barba e bigode;salao_servicos;32226
4053;11352979;corte masculino ;salao_servicos;32207
4053;11353198;combo: barba, bigode e corte com lavagem, modelagem e finalização;salao_servicos;32227
4053;11353786;corte masculino ;salao_servicos;32207
4053;11354394;corte masculino ;salao_servicos;32207
4053;11355612;combo: barba, bigode e corte com lavagem, modelagem e finalização;salao_servicos;32227
4053;11355734;corte masculino ;salao_servicos;32207
4053;11355975;corte masculino ;salao_servicos;32207
4053;11356274;corte masculino ;salao_servicos;32207
4053;11356528;corte masculino ;salao_servicos;32207
4053;11356845;corte masculino ;salao_servicos;32207
4053;11357057;corte masculino ;salao_servicos;32207
4053;11357350;tatuagem;salao_servicos;41116
4053;11360679;corte masculino ;salao_servicos;32207
4053;11360823;corte masculino ;salao_servicos;32207
4053;11360899;corte masculino ;salao_servicos;32207
4053;11360899;chopp ipa - ;salao_produtos;554252
4053;11360924;combo: barba, bigode e corte com lavagem, modelagem e finalização;salao_servicos;32227
4053;11360924;corte infantil ;salao_servicos;32229
4053;11361006;combo: barba, bigode e corte com lavagem, modelagem e finalização;salao_servicos;32227
4053;11361328;bo jack daniels long neck - ;salao_produtos;195960
4053;11362244;combo: barba, bigode e corte com lavagem, modelagem e finalização;salao_servicos;32227
4053;11362529;corte masculino ;salao_servicos;32207
4053;11362664;corte masculino ;salao_servicos;32207
4053;11362664;shampoo tararantino - black - ;salao_produtos;226811
4053;11362664;corte masculino ;salao_servicos;32207
4053;11362952;corte masculino ;salao_servicos;32207
4053;11363298;corte masculino ;salao_servicos;32207
4053;11363687;corte masculino ;salao_servicos;32207
4053;11364122;corte masculino ;salao_servicos;32207
4053;11364122;floractive jojoba - efeito seco/matte - ;salao_produtos;532310
4053;11365128;corte masculino ;salao_servicos;32207
4053;11365240;barba e bigode;salao_servicos;32226
4053;11366594;corte masculino ;salao_servicos;32207
4053;11366594;chopp ipa - ;salao_produtos;554252
4053;11368458;corte masculino ;salao_servicos;32207
4053;11368458;combo: barba, bigode e corte com lavagem, modelagem e finalização;salao_servicos;32227
4053;11369029;barba e bigode;salao_servicos;32226
4053;11369672;barba e bigode;salao_servicos;32226
4053;11369672;corte masculino ;salao_servicos;32207
4053;11370036;corte masculino ;salao_servicos;32207
4053;11370832;barba e bigode;salao_servicos;32226
4053;11371984;corte masculino ;salao_servicos;32207
4053;11372095;corte masculino ;salao_servicos;32207
4053;11372285;corte masculino ;salao_servicos;32207
4053;11373329;barba e bigode;salao_servicos;32226
4053;11373329;barba e bigode;salao_servicos;32226
4053;11373329;corte masculino ;salao_servicos;32207
4053;11373814;corte masculino ;salao_servicos;32207
4053;11374208;tatuagem;salao_servicos;41116
4053;11374860;combo: barba, bigode e corte com lavagem, modelagem e finalização;salao_servicos;32227
4053;11375663;corte masculino ;salao_servicos;32207
4053;11375746;combo: barba, bigode e corte com lavagem, modelagem e finalização;salao_servicos;32227
4053;11375990;corte masculino ;salao_servicos;32207
4053;11379599;corte masculino ;salao_servicos;32207
4053;11379599;chopp ipa - ;salao_produtos;554252
4053;11383583;combo: barba, bigode e corte com lavagem, modelagem e finalização;salao_servicos;32227
4053;11383777;combo: barba, bigode e corte com lavagem, modelagem e finalização;salao_servicos;32227
4053;11383873;corte masculino ;salao_servicos;32207
4053;11383873;outros: selagem;salao_servicos;42060
4053;11384169;corte masculino ;salao_servicos;32207
4053;11384169;outros: hidratação;salao_servicos;42058
4053;11384267;combo: barba, bigode e corte com lavagem, modelagem e finalização;salao_servicos;32227
4053;11385210;chopp ipa - ;salao_produtos;554252
4053;11385354;combo: barba, bigode e corte com lavagem, modelagem e finalização;salao_servicos;32227
4053;11385414;corte masculino ;salao_servicos;32207
4053;11385506;corte masculino ;salao_servicos;32207
4053;11385506;barba e bigode;salao_servicos;32226
4053;11385506;chopp ipa - ;salao_produtos;554252
4053;11386148;combo: barba, bigode e corte com lavagem, modelagem e finalização;salao_servicos;32227
4053;11386148;floractive pomada efeito shine cravo - ;salao_produtos;80026
4053;11386351;combo: barba, bigode e corte com lavagem, modelagem e finalização;salao_servicos;32227
4053;11386768;cães de aluguel 500 ml - ;salao_produtos;404396
4053;11386768;bier nards haryana ipa 600 ml - ;salao_produtos;42371
4053;11386899;corte masculino ;salao_servicos;32207
4053;11387486;corte masculino ;salao_servicos;32207
4053;11387594;balm tarantino - black - ;salao_produtos;208138
4053;11387594;shampoo tararantino - black - ;salao_produtos;226811
4053;11388011;corte masculino ;salao_servicos;32207
4053;11388511;corte masculino ;salao_servicos;32207
4053;11389058;corte infantil ;salao_servicos;32229
4053;11389228;corte masculino ;salao_servicos;32207
4056;9873261;corte e barba;salao_servicos;330407
4056;9873261;corte e barba;salao_servicos;330407
4056;9873261;corte e barba;salao_servicos;330407
4056;11344580;corte masculino;salao_servicos;36079
4056;11344673;corte masculino;salao_servicos;36079
4056;11344673;barba;salao_servicos;49561
4056;11344673;cerveja - ;salao_produtos;193960
4056;11344724;barba;salao_servicos;49561
4056;11344724;oleo fox - ;salao_produtos;455807
4056;11345059;corte masculino;salao_servicos;36079
4056;11345781;corte masculino;salao_servicos;36079
4056;11346494;corte masculino;salao_servicos;36079
4056;11346673;barba;salao_servicos;49561
4056;11347048;corte masculino;salao_servicos;36079
4056;11347048;leave-in - ;salao_produtos;82822
4056;11347279;corte masculino;salao_servicos;36079
4056;11348018;corte masculino;salao_servicos;36079
4056;11348018;progressiva masculina;salao_servicos;36068
4056;11349762;corte masculino;salao_servicos;36079
4056;11350660;corte masculino;salao_servicos;36079
4056;11350660;progressiva masculina;salao_servicos;36068
4056;11351032;corte masculino;salao_servicos;36079
4056;11351097;barba;salao_servicos;49561
4056;11352319;corte e barba;salao_servicos;330407
4056;11353113;corte e barba;salao_servicos;330407
4056;11355703;barba;salao_servicos;49561
4056;11355928;corte masculino;salao_servicos;36079
4056;11356156;corte masculino;salao_servicos;36079
4056;11357218;corte masculino;salao_servicos;36079
4056;11357218;corte masculino;salao_servicos;36079
4056;11357521;corte e barba;salao_servicos;330407
4056;11358119;corte masculino;salao_servicos;36079
4056;11358486;barba;salao_servicos;49561
4056;11358486;design de sobrancelha;salao_servicos;32234
4056;11361355;corte masculino;salao_servicos;36079
4056;11362058;corte masculino;salao_servicos;36079
4056;11363393;barba;salao_servicos;49561
4056;11363476;corte masculino;salao_servicos;36079
4056;11364937;corte masculino;salao_servicos;36079
4056;11365184;corte masculino;salao_servicos;36079
4056;11365184;chocolate $2,00 - ;salao_produtos;181178
4056;11365232;corte masculino;salao_servicos;36079
4056;11365302;progressiva masculina;salao_servicos;36068
4056;11365302;corte masculino;salao_servicos;36079
4056;11367035;barba;salao_servicos;49561
4056;11367035;corte masculino;salao_servicos;36079
4056;11368630;barba;salao_servicos;49561
4056;11368630;gel cola - ;salao_produtos;113936
4056;11369626;corte masculino;salao_servicos;36079
4056;11369626;chocolate $2,00 - ;salao_produtos;181178
4056;11369907;corte masculino;salao_servicos;36079
4056;11370073;barba;salao_servicos;49561
4056;11370852;barba;salao_servicos;49561
4056;11370890;barba;salao_servicos;49561
4056;11371011;barba;salao_servicos;49561
4056;11372583;corte masculino;salao_servicos;36079
4056;11373920;corte e barba;salao_servicos;330407
4056;11375993;corte masculino;salao_servicos;36079
4056;11376796;corte e barba;salao_servicos;330407
4056;11376796;pomada fox verde - ;salao_produtos;456303
4056;11376904;corte masculino;salao_servicos;36079
4056;11376904;pomada fox dourada - ;salao_produtos;446882
4056;11377134;corte masculino;salao_servicos;36079
4056;11379559;corte masculino;salao_servicos;36079
4056;11379816;corte e barba;salao_servicos;330407
4056;11382073;corte masculino;salao_servicos;36079
4056;11382073;leave-in - ;salao_produtos;82822
4056;11384247;progressiva masculina;salao_servicos;36068
4056;11384247;corte masculino;salao_servicos;36079
4056;11384247;cerveja - ;salao_produtos;193960
4056;11384976;corte e barba;salao_servicos;330407
4056;11385231;corte masculino;salao_servicos;36079
4056;11385461;corte masculino;salao_servicos;36079
4056;11387696;corte e barba;salao_servicos;330407
4056;11387696;design de sobrancelha;salao_servicos;32234
4056;11389417;corte masculino;salao_servicos;36079
4056;11389531;corte e barba;salao_servicos;330407
4067;11344905;corte e barba;salao_servicos;341584
4067;11344905;the beard balm 100g - ;salao_produtos;39131
4067;11344905;the beard shampoo - ;salao_produtos;50780
4067;11345178;corte;salao_servicos;156869
4067;11345649;corte e barba;salao_servicos;341584
4067;11345649;bigode;salao_servicos;157061
4067;11345649;bigode;salao_servicos;157061
4067;11346599;manicure;salao_servicos;156902
4067;11346599;barba ;salao_servicos;156868
4067;11347323;limpeza de pele facial;salao_servicos;156910
4067;11347668;barba ;salao_servicos;156868
4067;11347668;corte;salao_servicos;156869
4067;11348309;barba ;salao_servicos;156868
4067;11350404;corte;salao_servicos;156869
4067;11350424;corte;salao_servicos;156869
4067;11352795;corte;salao_servicos;156869
4067;11353622;corte e barba;salao_servicos;341584
4067;11353976;corte;salao_servicos;156869
4067;11354462;barba ;salao_servicos;156868
4067;11356974;corte;salao_servicos;156869
4067;11356974;cerveja eisenbahn cortesia - ;salao_produtos;202109
4067;11356974;cerveja eisenbahn - ;salao_produtos;115930
4067;11356974;barba ;salao_servicos;156868
4067;11358845;corte;salao_servicos;156869
4067;11360630;barba ;salao_servicos;156868
4067;11361995;corte;salao_servicos;156869
4067;11362899;coca cola - ;salao_produtos;149492
4067;11370418;corte;salao_servicos;156869
4067;11370418;cerveja eisenbahn cortesia - ;salao_produtos;202109
4067;11370418;cerveja eisenbahn - ;salao_produtos;115930
4067;11372356;corte;salao_servicos;156869
4067;11372356;sobrancelha;salao_servicos;156930
4067;11372356;corte infantil;salao_servicos;156870
4067;11372356;fanta guarana - ;salao_produtos;202103
4067;11372356;cerveja baladin super bitter - ;salao_produtos;604818
4067;11372356;keune molding paste - ;salao_produtos;28115
4067;11373009;barba ;salao_servicos;156868
4067;11376410;corte;salao_servicos;156869
4067;11378336;corte;salao_servicos;156869
4067;11378485;barba ;salao_servicos;156868
4067;11378485;corte;salao_servicos;156869
4067;11351141;barba ;salao_servicos;156868
4067;11351141;massagem anti-stress 1 hora;salao_servicos;156876
4067;11353647;barba ;salao_servicos;156868
4067;11353647;corte;salao_servicos;156869
4067;11366604;corte;salao_servicos;156869
4067;11367894;corte infantil;salao_servicos;156870
4067;11367894;fanta guarana - ;salao_produtos;202103
4067;11369698;corte;salao_servicos;156869
4067;11379355;corte;salao_servicos;156869
4067;11379355;corte infantil;salao_servicos;156870
4067;11379355;manicure;salao_servicos;156902
4067;11379355;keune molding paste - ;salao_produtos;28115
4067;11380844;barba ;salao_servicos;156868
4067;11380844;corte;salao_servicos;156869
4067;11381568;barba ;salao_servicos;156868
4067;11382901;corte;salao_servicos;156869
4067;11382901;barba ;salao_servicos;156868
4067;11383617;corte com maquina;salao_servicos;156901
4067;11383720;barba ;salao_servicos;156868
4067;11383720;corte com maquina;salao_servicos;156901
4067;11383720;sobrancelha;salao_servicos;156930
4067;11385611;corte;salao_servicos;156869
4067;11386855;corte;salao_servicos;156869
4067;11373328;maquiagem;salao_servicos;156890
4067;11373328;massagem anti-stress 1 hora;salao_servicos;156876
4067;11373328;barba tintura;salao_servicos;156873
4067;11373328;barba ;salao_servicos;156868
4067;11373328;manicure;salao_servicos;156902
4067;11373328;cerveja erdinger tradicional - ;salao_produtos;54876
4067;11373328;porção salgados - ;salao_produtos;42087
4067;11373328;fanta guarana - ;salao_produtos;202103
4067;11373328;cerveja eisenbahn - ;salao_produtos;115930
4067;11373328;coca cola - ;salao_produtos;149492
4067;11386318;fanta guarana - ;salao_produtos;202103
4067;11386318;cerveja erdinger tradicional - ;salao_produtos;54876
4067;11386318;cerveja eisenbahn - ;salao_produtos;115930
4067;11387487;cerveja eisenbahn - ;salao_produtos;115930
4067;11387793;cerveja eisenbahn - ;salao_produtos;115930
4370;11348019; barba;salao_servicos;82964
4370;11348019;trident canela - ;salao_produtos;516817
4370;11351874;corte de cabelo e barba;salao_servicos;255138
4370;11356169;corte de cabelo adulto;salao_servicos;44723
4370;11359704;corte de cabelo adulto;salao_servicos;44723
4370;11363577;corte de cabelo e barba;salao_servicos;255138
4370;11368230;corte de cabelo adulto;salao_servicos;44723
4370;11368230;corte de cabelo e barba;salao_servicos;255138
4370;11375117;corte de cabelo adulto;salao_servicos;44723
4370;11375117;brownie - ;salao_produtos;566379
4370;11378965; barba;salao_servicos;82964
4370;11378965;chocolate lacta 5 star - ;salao_produtos;516808
4370;11378965;coca-cola 220 ml - ;salao_produtos;514538
4370;11385972; barba;salao_servicos;82964
5635;11345892;barba desenhada;salao_servicos;54298
5635;11346493;corte moderno;salao_servicos;54302
5635;11346819;combo corte moderno + barba dese/trad;salao_servicos;210722
5635;11347383;corte  tradicional  ou maquina com navalha;salao_servicos;54301
5635;11348473;corte moderno;salao_servicos;54302
5635;11349185;combo corte moderno + barba dese/trad;salao_servicos;210722
5635;11349613;corte  tradicional  ou maquina com navalha;salao_servicos;54301
5635;11351567;corte  tradicional  ou maquina com navalha;salao_servicos;54301
5635;11351839;acabamento ;salao_servicos;54306
5635;11351916;corte infantil;salao_servicos;152001
5635;11353054;combo corte moderno + barba dese/trad;salao_servicos;210722
5635;11355542;corte moderno;salao_servicos;54302
5635;11355887;corte moderno;salao_servicos;54302
5635;11355946;corte  tradicional  ou maquina com navalha;salao_servicos;54301
5635;11358189;corte  tradicional  ou maquina com navalha;salao_servicos;54301
5635;11358222;corte moderno;salao_servicos;54302
5635;11359272;corte moderno;salao_servicos;54302
5635;11360694;corte moderno;salao_servicos;54302
5635;11360694;sobrancelha com navalha;salao_servicos;155798
5635;11360916;corte moderno;salao_servicos;54302
5635;11362587;corte  tradicional  ou maquina com navalha;salao_servicos;54301
5635;11362587;pomada modeladora black alfa look' s  - ;salao_produtos;55836
5635;11363913;combo corte moderno + barba dese/trad;salao_servicos;210722
5635;11363987;amendoim - ;salao_produtos;52709
5635;11363987;cerveja  eisenbahn (long neck) - ;salao_produtos;38905
5635;11363987;achocolatado  - ;salao_produtos;475705
5635;11365558;corte infantil;salao_servicos;152001
5635;11365558;água s/ gás - ;salao_produtos;39103
5635;11366702;combo corte moderno + barba dese/trad;salao_servicos;210722
5635;11367743;corte  tradicional  ou maquina com navalha;salao_servicos;54301
5635;11369414;corte  tradicional  ou maquina com navalha;salao_servicos;54301
5635;11371194;corte  tradicional  ou maquina com navalha;salao_servicos;54301
5635;11371723;combo corte moderno + barba dese/trad;salao_servicos;210722
5635;11371743;corte moderno;salao_servicos;54302
5635;11372756;corte  tradicional  ou maquina com navalha;salao_servicos;54301
5635;11374022;corte  tradicional  ou maquina com navalha;salao_servicos;54301
5635;11374127;combo corte moderno + barba dese/trad;salao_servicos;210722
5635;11374127;sobrancelha com navalha;salao_servicos;155798
5635;11376770;cortesia cabelo;salao_servicos;312471
5635;11377222;cortesia cabelo;salao_servicos;312471
5635;11378552;combo corte moderno + barba dese/trad;salao_servicos;210722
5635;11378814;corte moderno;salao_servicos;54302
5635;11380503;corte  tradicional  ou maquina com navalha;salao_servicos;54301
5635;11382233;corte moderno;salao_servicos;54302
5635;11382233;amendoim - ;salao_produtos;52709
5635;11382233;cerveja budweiser (long neck) - ;salao_produtos;39112
5635;11384430;combo corte moderno + barba dese/trad;salao_servicos;210722
5635;11384929;amendoim - ;salao_produtos;52709
6148;11345095;cabelo e barba;salao_servicos;53996
6148;11345095;agua sem gas - ;salao_produtos;37732
6148;11345095;café expresso - ;salao_produtos;38942
6148;11345983;cabelo;salao_servicos;53993
6148;11345983;agua sem gas - ;salao_produtos;37732
6148;11347378;cabelo e barba;salao_servicos;53996
6148;11347378;eisenbahn pilsen - 355 ml - ;salao_produtos;527615
6148;11348210;barba - cortesia;salao_servicos;354147
6148;11348210;café expresso - ;salao_produtos;38942
6148;11349552;cabelo;salao_servicos;53993
6148;11349552;agua sem gas - ;salao_produtos;37732
6148;11349552;pente senhor barba duplo - ;salao_produtos;517492
6148;11351305;cabelo;salao_servicos;53993
6148;11352739;cabelo;salao_servicos;53993
6148;11352739;agua sem gas - ;salao_produtos;37732
6148;11352804;cabelo;salao_servicos;53993
6148;11352804;café expresso - ;salao_produtos;38942
6148;11352804;agua sem gas - ;salao_produtos;37732
6148;11353726;cabelo e barba;salao_servicos;53996
6148;11353726;pomada matte effect - ;salao_produtos;640885
6148;11354043;cabelo;salao_servicos;53993
6148;11354043;agua com gas - ;salao_produtos;40603
6148;11356685;cabelo e barba;salao_servicos;53996
6148;11356685;heineken - ;salao_produtos;480000
6148;11356856;barba completa ;salao_servicos;53995
6148;11356856;eisenbahn pilsen - 355 ml - ;salao_produtos;527615
6148;11357641;cabelo + barba - cortesia;salao_servicos;354149
6148;11357641;café expresso - ;salao_produtos;38942
6148;11353591;barba - cortesia;salao_servicos;354147
6148;11353591;café expresso - ;salao_produtos;38942
6148;11353591;agua com gas - ;salao_produtos;40603
6148;11364853;cabelo e barba;salao_servicos;53996
6148;11364853;heineken - ;salao_produtos;480000
6148;11369114;cabelo e barba;salao_servicos;53996
6148;11369114;heineken - ;salao_produtos;480000
6148;11372510;barba completa ;salao_servicos;53995
6148;11373527;barba completa ;salao_servicos;53995
6148;11373527;eisenbahn pilsen - 355 ml - ;salao_produtos;527615
6148;11373944;barba completa ;salao_servicos;53995
6148;11375392;barba completa ;salao_servicos;53995
6148;11375392;eisenbahn pilsen - 355 ml - ;salao_produtos;527615
6148;11375392;balm sr. barba - ;salao_produtos;194197
6148;11375392;shampoo lenha na fogueira	 - ;salao_produtos;608773
6148;11375392;condicionador lenha na fogueira - ;salao_produtos;481577
6148;11375392;café expresso - ;salao_produtos;38942
6148;11375392;café expresso - ;salao_produtos;38942
6148;11377418;cabelo e barba;salao_servicos;53996
6148;11377418;eisenbahn pilsen - 355 ml - ;salao_produtos;527615
6148;11378094;barba completa ;salao_servicos;53995
6148;11378094;eisenbahn pilsen - 355 ml - ;salao_produtos;527615
6148;11378236;barba completa ;salao_servicos;53995
6148;11380435;barba completa ;salao_servicos;53995
6148;11380435;café expresso - ;salao_produtos;38942
6148;11379065;cabelo e barba;salao_servicos;53996
6148;11379065;eisenbahn pilsen - 355 ml - ;salao_produtos;527615
6148;11384841;barba completa ;salao_servicos;53995
6148;11384841;itubaina zero - ;salao_produtos;595004
6148;11384943;cabelo e barba;salao_servicos;53996
6148;11386664;cabelo e barba;salao_servicos;53996
6209;11344490;fidelidade;salao_servicos;307012
6209;11344490;04 - limpeza de pele;salao_servicos;409310
6209;11344490;café moccato - ;salao_produtos;118430
6209;11344490;hop - laut - 222222;salao_produtos;613304
6209;11344490;hop - laut - 222222;salao_produtos;613304
6209;11344490;cortesia pendente - ;salao_produtos;90677
6209;11344810;02 - barba completa;salao_servicos;59882
6209;11344810;heineken - 23030000;salao_produtos;42155
6209;11346000;01 - corte de cabelo ;salao_servicos;53759
6209;11346000;café moccato - ;salao_produtos;118430
6209;11346000;cortesia pendente - ;salao_produtos;90677
6209;11346000;16 - design de sobrancelha;salao_servicos;53758
6209;11346012;02 - barba completa;salao_servicos;59882
6209;11346012;01 - corte de cabelo ;salao_servicos;53759
6209;11346012;heineken - 23030000;salao_produtos;42155
6209;11346012;hop - laut - 222222;salao_produtos;613304
6209;11347409;02 - barba completa;salao_servicos;59882
6209;11347409;01 - corte de cabelo ;salao_servicos;53759
6209;11347409;gatorade limão - 22029000;salao_produtos;42235
6209;11347409;pepsi - 22021000;salao_produtos;42222
6209;11347409;01 - corte de cabelo ;salao_servicos;53759
6209;11347409;01 - corte de cabelo ;salao_servicos;53759
6209;11347409;cortesia pendente - ;salao_produtos;90677
6209;11347763;01 - corte de cabelo ;salao_servicos;53759
6209;11347763;09 - selagem no cabelo;salao_servicos;281098
6209;11347763;16 - design de sobrancelha;salao_servicos;53758
